식당명,카테고리,주소,영업시간,메뉴,가격
마라루 동대구역점,중식당,대구 동구 동부로28길 29,,마라탕-소,10000원
,,,,마라탕-중,15000원
,,,,마라탕-대,20000원
,,,,마라샹궈-소,20000원
,,,,마라샹궈-중,30000원
