식당명,카테고리,주소,영업시간,메뉴,가격
진미동인찜갈비,"육류,고기요리",대구 동구 송라로10길 40-5,`금10:00-21:00`토10:00-21:00`일정기휴무 (매주 일요일)`월10:00-21:00`화10:00-21:00`수10:00-21:00`목10:00-21:00`,두루치기,10000원
,,,,코다리,30000~40000원
,,,,동인찜갈비,22000원
,,,,동태찌개,9000원
,,,,김치전골,9000원
,,,,백반정식,8000원
