식당명,카테고리,주소,영업시간,메뉴,가격
쏘시지요 동대구터미널점,이자카야,대구 동구 동부로30길 55-1 1층,`금18:00-05:00`토18:00-05:00`일18:00-02:00`월18:00-05:00`화18:00-05:00`수18:00-05:00`목18:00-05:00,생맥주,1900원
,,,,버터갈릭바지락,12500원
,,,,바지락탕,11000원
,,,,롱새우튀김,3500원
,,,,명란마요구이,8500원
,,,,염통꼬지,1100원
,,,,닭껍질꼬지,1500원
,,,,오사카소세지,2900원
,,,,닭날개튀김,990원
