식당명,카테고리,주소,영업시간,메뉴,가격
만복이쭈꾸미낙지볶음 동대구점,주꾸미요리,대구 동구 동대구로 448,`금11:00-21:30`토11:00-21:30`일11:00-21:30`월정기휴무 (매주 월요일)`화11:00-21:30`수11:00-21:30`목11:00-21:30,쭈꾸미볶음,10000원
,,,,왕새우튀김(4마리),10000원
,,,,낙지볶음,11000원
,,,,왕새우튀김(8마리),18000원
,,,,쭈꾸미철판(中),35000원
,,,,쭈꾸미철판(大),45000원
,,,,낙지철판(中),40000원
,,,,낙지철판(大),50000원
,,,,돈까스(어린이메뉴),4000원
,,,,우동(어린이메뉴),3000원
,,,,"사리(알,곤, 치즈떡)/샐러드추가",2000원
