식당명,카테고리,주소,영업시간,메뉴,가격
청도콩나물라면굴국밥 본점,한식,대구 동구 장등로 77,,콩나물국밥,8000원
,,,,콩나물비빔밥,8000원
,,,,콩나물라면,8000원
,,,,굴국밥,9000원
,,,,열무비빔밥,8000원
,,,,감초국수,7000원
,,,,콩나물불고기 대,30000원
,,,,콩나물불고기 중,25000원
,,,,오삼불고기 대,30000원
,,,,오삼불고기 중,25000원
