식당명,카테고리,주소,영업시간,메뉴,가격
충무김밥이랑,김밥,대구 동구 장등로 21,`금09:00-19:30`토09:00-19:30`일정기휴무 (매주 일요일)`월09:00-19:30`화09:00-19:30`수09:00-19:30`목09:00-19:30,충무비빔밥,7000원
