식당명,카테고리,주소,영업시간,메뉴,가격
북촌손만두 현대시티아울렛대구점,"칼국수,만두",대구 동구 동대구로 454,`월 10:30 - 21:00`화 10:30 - 21:00`수 10:30 - 21:00`목 10:30 - 21:00`금 10:30 - 21:00`토 10:30 - 21:00`일 10:30 - 21:00`,북촌피냉면,9000원
,,,,북촌튀김만두,6500원
,,,,북촌만둣국,9000원
,,,,얼큰만둣국,9500원
,,,,열무냉면,9500원
,,,,열무국시,9500원
,,,,북촌국시,7500원
,,,,비빔국시,8000원
,,,,멸치칼국수,8000원
,,,,얼큰칼국수,8500원
,,,,만두돈까스,10000원
,,,,만두곰탕,10000원
,,,,만두육개장,10000원
,,,,만두떡볶이,8000원
,,,,굴림만두,7000원
,,,,갈비만두,7000원
,,,,새끼만두,6500원
,,,,모듬만두,15000원
,,,,떡갈비,4000원
