식당명,카테고리,주소,영업시간,메뉴,가격
오야츠타코,일식당,대구 동구 동부로30길 39 1층,`금17:00-02:00`토17:00-02:00`일17:00-02:00`월17:00-02:00`화정기휴무 (매주 화요일)`수17:00-02:00`목17:00-02:00`,"오리지널,중간맛,매운맛 6알",4500원
,,,,물오뎅,5000원
,,,,오야츠 우동,5000원
,,,,와사비마요 6알,5000원
,,,,네기(파) 6알,5000원
,,,,청양고추 6알,5000원
,,,,체다치즈 6알,5000원
,,,,갈릭치즈 6알,5000원
,,,,오야츠떡볶이,5000원
,,,,"오리지널,중간맛,매운맛 14알",8000원
,,,,"오리지널,중간맛,매운맛 10알",6500원
