식당명,카테고리,주소,영업시간,메뉴,가격
일공공샤브 현대시티아울렛대구점,일공공키친,대구 동구 동대구로 454 현대시티아울렛 대구점,`금10:30-20:00`토10:30-20:00`일10:30-20:00`월10:30-20:00`화10:30-20:00`수10:30-20:00`목10:30-20:00,우삼겹 샤브월남쌈,14500원
,,,,목심샤브월남쌈,16500원
,,,,부채살 샤브 월남쌈,18500원
,,,,우삼겹샤브월남쌈편백찜,16500원
,,,,목심샤브월남쌈편백찜,18500원
,,,,부채살샤브월남쌈편백찜,20500원
,,,,무한리필(우삼겹)샤브,24500원
,,,,우삼겹추가(100g),7000원
,,,,목심추가(100g),9000원
,,,,부채살추가(100g),11000원
