식당명,카테고리,주소,영업시간,메뉴,가격
금호순대돼지국밥전문점,국밥,대구 동구 동부로30길 86-9,`금09:00-23:00`토09:00-23:30`월09:00-23:00`화09:00-23:00`수09:00-23:00`목09:00-23:00`,돼지국밥,8000원
,,,,순대국밥,8000원
,,,,내장국밥,8000원
,,,,수육 백반,10000원
,,,,수육(대),25000원
