식당명,카테고리,주소,영업시간,메뉴,가격
대왕생고기,"육류,고기요리",대구 동구 동부로26길 16 동대구역부띠끄시티드라마오피스텔 상가 102호 대왕생고기,`토17:00-01:00`일정기휴무 (매주 일요일)`월17:00-01:00`화17:00-01:00`수17:00-01:00`목17:00-01:00`,뭉티기(중),38000원
,,,,뭉티기(대),48000원
,,,,뭉티기+차돌오드레기세트,59000원
,,,,생고기+육회세트,55000원
,,,,육회+차돌오드레기세트,49000원
,,,,육회(중),29000원
,,,,육회(대),39000원
,,,,한우소찌개버섯전골,25000원
,,,,나혼자뭉티기,20000원
,,,,등골 100g,15000원
,,,,등골 구이 100g,18000원
,,,,천엽 100g,5000원
,,,,간 100g,5000원
