식당명,카테고리,주소,영업시간,메뉴,가격
현풍닭칼국수 신천점,"칼국수,만두",대구 동구 동부로26길 55 현풍닭칼국수 신천점,`금11:00-22:00`토11:00-22:00`일11:00-22:00`월11:00-22:00`화11:00-22:00`수11:00-22:00`목11:00-22:00`,닭칼국수,8000원
,,,,삼계칼국수,10500원
,,,,닭곰탕,8500원
,,,,얼큰닭칼국수,8500원
,,,,육전김치말이냉국수,9000원
,,,,한방수육,22000원
,,,,미니수육,7500원
,,,,닭칼수육세트,15000원
,,,,삼계수육세트,17500원
,,,,닭곰탕수육세트,15500원
,,,,육전김치말이 수육 세트,16000원
,,,,갈비고기만두,5000원
,,,,김치볶음왕만두,5000원
,,,,공기밥,1000원
,,,,세트메뉴얼큰 추가시,500원
