식당명,카테고리,주소,영업시간,메뉴,가격
박가부대 대구현대시티아울렛점,"찌개,전골",대구 동구 동대구로 454,`월 11:00 - 20:00`화 11:00 - 20:00`수 11:00 - 20:00`목 11:00 - 20:00`금 11:00 - 20:00`토 11:00 - 20:00`일 11:00 - 20:00`,오리지널부대찌개(1인분),11000원
,,,,수제햄부대찌개(1인분),13000원
,,,,우삼겹부때찌개(1인분),13500원
,,,,박가닭갈비(2인분),29000원
,,,,우삼겹닭갈비(2인분),31000원
,,,,빠네퐁듀닭갈비(2인분),33000원
,,,,비빔 메밀막국수,9000원
,,,,수제계란말이,9000원
