식당명,카테고리,주소,영업시간,메뉴,가격
1호스시,"초밥,롤",대구 동구 국채보상로171길 47 1호스시,`금11:00-21:00`토11:00-21:00`일정기휴무 (매주 일요일)`월11:00-21:00`화11:00-21:00`수11:00-21:00`목11:00-21:00,광어연어10p,15500원
,,,,생새우초밥10p,12000원
,,,,초새우초밥10p,12000원
,,,,연어초밥10p,16000원
,,,,광어초밥10p,14500원
,,,,모듬초밥,12000원
,,,,점심특선,10900원
,,,,점심특선,10900원
