식당명,카테고리,주소,영업시간,메뉴,가격
멘부리 대구신천점,돈가스,대구 동구 송라로2길 45 1층,`금10:00-20:00`토정기휴무 (매주 토요일)`일11:00-20:00`월10:00-20:00`화10:00-20:00`수10:00-20:00`목10:00-20:00`,생돈까스,10500원
,,,,치즈돈까스,11000원
,,,,김치가츠나베,11000원
,,,,가츠동,10000원
,,,,규동,10500원
,,,,냉모밀,7500원
