식당명,카테고리,주소,영업시간,메뉴,가격
둥지톳밥,한식,대구 동구 동대구로 466 삼정빌딩 지하 1층 둥지톳밥,`금11:30-21:00`토11:30-21:00`일정기휴무 (매주 일요일)`월11:30-21:00`화11:30-21:00`수11:30-21:00`목11:30-21:00`,톳밥,12000원
